@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927339-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:17:00,Ammonia(N),Ammoniacal Nitrogen as N,111,,4.14,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927339-3549,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:17:00,Mecoprop,Mecoprop,3549,,58.7,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927339-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:17:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,41.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927339-3341,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:17:00,p-C-o-Cresol,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},3341,<,50.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927339-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:17:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,,46.8,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927339-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:17:00,BOD ATU,BOD : 5 Day ATU,85,,3.07,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927340-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:30:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,,5050.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927340-0144,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:30:00,Sld VSus@500,"Solids, Volatile at 500 C",144,,1790.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927340-0143,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-03-18T10:30:00,Sld NV@500C,"Solids, non-volatile at 500 C",143,,3260.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928858-0143,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-01T08:15:00,Sld NV@500C,"Solids, non-volatile at 500 C",143,,3130.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928858-0144,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-01T08:15:00,Sld VSus@500,"Solids, Volatile at 500 C",144,,1560.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928858-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-01T08:15:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,,4690.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-3549,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,Mecoprop,Mecoprop,3549,,69.4,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,Ammonia(N),Ammoniacal Nitrogen as N,111,,1.95,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-3341,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,p-C-o-Cresol,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},3341,<,50.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,43.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,,48.8,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,Nitrite-N,Nitrite as N,118,,0.56,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,BOD ATU,BOD : 5 Day ATU,85,<,3.67,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1928978-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-02T10:15:00,Nitrate-N,Nitrate as N,117,,48.2,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1929687-0143,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-15T13:15:00,Sld NV@500C,"Solids, non-volatile at 500 C",143,,3080.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1929687-0144,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-15T13:15:00,Sld VSus@500,"Solids, Volatile at 500 C",144,,1290.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1929687-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-15T13:15:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,,4370.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,,45.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,Nitrate-N,Nitrate as N,117,,44.9,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,BOD ATU,BOD : 5 Day ATU,85,<,2.75,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,Nitrite-N,Nitrite as N,118,<,0.1,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,31.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-3549,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,Mecoprop,Mecoprop,3549,,29.9,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,Ammonia(N),Ammoniacal Nitrogen as N,111,<,0.5,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930488-3341,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-17T09:55:00,p-C-o-Cresol,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},3341,<,50.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,45.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-3549,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,Mecoprop,Mecoprop,3549,<,0.5,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,Nitrate-N,Nitrate as N,117,,52.3,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,Ammonia(N),Ammoniacal Nitrogen as N,111,<,0.5,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,,52.4,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,BOD ATU,BOD : 5 Day ATU,85,,2.75,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-3341,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,p-C-o-Cresol,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},3341,<,5.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931221-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T11:00:00,Nitrite-N,Nitrite as N,118,<,0.1,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931222-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T10:55:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,,2770.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931222-0144,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T10:55:00,Sld VSus@500,"Solids, Volatile at 500 C",144,,2750.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1931222-0143,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-04-29T10:55:00,Sld NV@500C,"Solids, non-volatile at 500 C",143,<,20.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932100-0143,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-13T08:40:00,Sld NV@500C,"Solids, non-volatile at 500 C",143,,3000.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932100-0144,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-13T08:40:00,Sld VSus@500,"Solids, Volatile at 500 C",144,,1530.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932100-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-13T08:40:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,,4530.0,,mg/l,GROUNDWATER - PURGED/PUMPED/REFILLED,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,Ammonia(N),Ammoniacal Nitrogen as N,111,<,0.5,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-3341,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,p-C-o-Cresol,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},3341,<,5.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,,48.8,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,Nitrate-N,Nitrate as N,117,,48.7,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,BOD ATU,BOD : 5 Day ATU,85,<,2.75,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,Nitrite-N,Nitrite as N,118,<,0.1,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,47.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1932203-3549,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-14T10:10:00,Mecoprop,Mecoprop,3549,,0.507,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,41.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,Nitrite-N,Nitrite as N,118,<,0.1,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,Ammonia(N),Ammoniacal Nitrogen as N,111,<,0.5,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-3549,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,Mecoprop,Mecoprop,3549,<,5.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,Nitrate-N,Nitrate as N,117,,54.2,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,BOD ATU,BOD : 5 Day ATU,85,<,2.75,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-3341,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,p-C-o-Cresol,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},3341,<,50.0,,ug/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934182-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-05-29T10:40:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,,54.3,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
http://environment.data.gov.uk/water-quality/data/measurement/AN-1934636-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HELPTPF1,AN-HELPTPF1,HELPSTON SBR1,2019-06-10T10:50:00,COD as O2,Chemical Oxygen Demand :- {COD},92,,39.0,,mg/l,GROUNDWATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),512248,302927
