@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927243-0106,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-03-14T10:03:00,Cd Filtered,"Cadmium, Dissolved",106,<,0.01,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927243-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-03-14T10:03:00,Nitrite-N,Nitrite as N,118,,0.037000000000000005,,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927243-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-03-14T10:03:00,Fe- Filt,"Iron, Dissolved",6460,<,30.0,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927243-0182,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-03-14T10:03:00,SiO2 Rv,"Silica, reactive as SiO2",182,,1.27,,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1927243-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-03-14T10:03:00,Ca Filtered,"Calcium, Dissolved",239,,217.0,,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-7887,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,CHLOROPHYLL,Chlorophyll : Acetone Extract,7887,,170.0,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Zinc - as Zn,Zinc,6455,,3.12,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Orthophospht,"Orthophosphate, reactive as P",180,<,0.01,,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-0106,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Cd Filtered,"Cadmium, Dissolved",106,<,0.01,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",301,,11.6,,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Nitrate-N,Nitrate as N,117,,6.29,,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-3410,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Ni- Filtered,"Nickel, Dissolved",3410,,5.35,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,,228.8,,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-9772,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,PCB Con 138,PCB - 138,9772,<,0.001,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-0105,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Mercury - Hg,Mercury,105,<,0.01,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1930960-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-53M14,AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2019-04-23T14:09:00,Fe- Filt,"Iron, Dissolved",6460,<,30.0,,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),553100,302900
